1    0	60	0	8.255705	search
1    0	429	0	7.614475	search
1    0	24	0	7.440144	search
1    0	722	0	7.142121	search
1    0	1299	0	6.8216105	search
1    0	1019	0	6.4157896	search
1    0	911	0	6.4015093	search
1    0	882	0	6.3195667	search
1    0	1281	0	6.113722	search
1    0	1323	0	5.9858866	search
1    0	589	0	5.971285	search
1    0	1265	0	5.849729	search
1    0	603	0	5.798498	search
1    0	65	0	5.7187366	search
1    0	413	0	5.7149177	search
1    0	38	0	5.637486	search
1    0	447	0	5.625415	search
1    0	1030	0	5.490697	search
1    0	541	0	5.462775	search
1    0	711	0	5.4221373	search
2    0	1138	0	6.576379	search
2    0	1236	0	5.406536	search
2    0	840	0	5.3625	search
2    0	1071	0	5.1036935	search
2    0	1399	0	4.928356	search
2    0	420	0	4.6647997	search
2    0	445	0	4.5901103	search
2    0	526	0	4.540839	search
2    0	1096	0	4.5405507	search
2    0	1156	0	4.526229	search
2    0	562	0	4.4857087	search
2    0	768	0	4.4544725	search
2    0	309	0	4.4444127	search
2    0	790	0	4.4111266	search
2    0	1358	0	4.340052	search
2    0	797	0	4.239676	search
2    0	532	0	4.2321844	search
2    0	778	0	4.1953235	search
2    0	451	0	4.192701	search
2    0	1330	0	4.0751557	search
3    0	1181	0	5.6219373	search
3    0	469	0	4.6682844	search
3    0	540	0	4.610393	search
3    0	1133	0	4.1247416	search
3    0	60	0	3.743573	search
3    0	445	0	3.5336304	search
3    0	1179	0	3.4391084	search
3    0	1235	0	3.331862	search
3    0	1266	0	3.1651945	search
3    0	1142	0	3.1466274	search
3    0	914	0	2.997445	search
3    0	1077	0	2.9795265	search
3    0	1329	0	2.9138813	search
3    0	1214	0	2.8985243	search
3    0	1371	0	2.8603315	search
3    0	168	0	2.8304975	search
3    0	372	0	2.8154418	search
3    0	1314	0	2.7746453	search
3    0	398	0	2.7316616	search
3    0	766	0	2.6963453	search
4    0	601	0	5.429629	search
4    0	746	0	4.6175246	search
4    0	1294	0	4.4767723	search
4    0	80	0	4.4052544	search
4    0	565	0	4.1963754	search
4    0	179	0	4.141882	search
4    0	420	0	4.0552573	search
4    0	396	0	3.9563994	search
4    0	72	0	3.8517084	search
4    0	1213	0	3.8478658	search
4    0	175	0	3.828834	search
4    0	880	0	3.7813056	search
4    0	77	0	3.7809076	search
4    0	1224	0	3.6877048	search
4    0	1134	0	3.5991542	search
4    0	790	0	3.4765453	search
4    0	1267	0	3.4574826	search
4    0	1341	0	3.3719926	search
4    0	1409	0	3.362217	search
4    0	909	0	3.3251488	search
5    0	1166	0	5.7715783	search
5    0	60	0	5.219546	search
5    0	122	0	5.2191	search
5    0	467	0	5.1760645	search
5    0	940	0	5.0324774	search
5    0	1105	0	4.7791576	search
5    0	1214	0	4.7374263	search
5    0	483	0	4.678844	search
5    0	828	0	4.6274304	search
5    0	1357	0	4.506444	search
5    0	710	0	4.502009	search
5    0	926	0	4.488006	search
5    0	907	0	4.3214197	search
5    0	1038	0	4.311278	search
5    0	648	0	4.24011	search
5    0	449	0	4.2119713	search
5    0	288	0	4.1997147	search
5    0	733	0	4.194608	search
5    0	862	0	4.1586876	search
5    0	332	0	4.151389	search
6    0	1263	0	5.6971836	search
6    0	545	0	5.198584	search
6    0	542	0	4.8275094	search
6    0	433	0	4.440098	search
6    0	398	0	4.2470207	search
6    0	1077	0	4.1978135	search
6    0	652	0	4.1290984	search
6    0	312	0	4.105391	search
6    0	1357	0	4.084524	search
6    0	530	0	3.9721346	search
6    0	63	0	3.907779	search
6    0	1045	0	3.8801706	search
6    0	1214	0	3.7913053	search
6    0	386	0	3.2522812	search
6    0	568	0	3.222498	search
6    0	673	0	3.1459317	search
6    0	1259	0	3.1348982	search
6    0	1241	0	3.1199746	search
6    0	478	0	3.085759	search
6    0	693	0	3.0767708	search
7    0	1428	0	5.6870623	search
7    0	835	0	5.669685	search
7    0	1060	0	5.508969	search
7    0	748	0	4.9158683	search
7    0	1285	0	4.8300676	search
7    0	1364	0	4.7561593	search
7    0	194	0	4.7266493	search
7    0	420	0	4.667278	search
7    0	1359	0	4.58836	search
7    0	1004	0	4.569171	search
7    0	980	0	4.334736	search
7    0	689	0	4.321229	search
7    0	501	0	4.1602054	search
7    0	507	0	4.088834	search
7    0	263	0	4.0527825	search
7    0	1014	0	4.048944	search
7    0	728	0	4.044632	search
7    0	1172	0	3.9793053	search
7    0	228	0	3.975584	search
7    0	484	0	3.9636471	search
8    0	60	0	5.655257	search
8    0	456	0	5.2984743	search
8    0	640	0	4.640546	search
8    0	902	0	4.6213393	search
8    0	1139	0	4.401035	search
8    0	434	0	4.3747067	search
8    0	454	0	4.166066	search
8    0	539	0	3.924188	search
8    0	607	0	3.7739851	search
8    0	120	0	3.627775	search
8    0	52	0	3.5727882	search
8    0	600	0	3.5252628	search
8    0	1428	0	3.3901532	search
8    0	1427	0	3.3740582	search
8    0	236	0	3.3315775	search
8    0	1164	0	3.3058743	search
8    0	1443	0	3.2888467	search
8    0	477	0	3.2371097	search
8    0	796	0	3.230001	search
8    0	1392	0	3.2173553	search
9    0	571	0	5.7681894	search
9    0	1294	0	5.364821	search
9    0	1120	0	5.21963	search
