1    0	429	0	24.897184	search
1    0	928	0	24.041641	search
1    0	1118	0	21.27729	search
1    0	1009	0	21.215158	search
1    0	1265	0	21.155472	search
1    0	413	0	21.062153	search
1    0	911	0	20.924263	search
1    0	65	0	20.906971	search
1    0	759	0	20.3585	search
1    0	1299	0	20.175997	search
1    0	60	0	20.07616	search
1    0	722	0	19.973186	search
1    0	76	0	19.855555	search
1    0	882	0	19.48553	search
1    0	1030	0	19.354109	search
1    0	820	0	19.1453	search
1    0	1323	0	18.838043	search
1    0	1019	0	18.665361	search
1    0	24	0	18.495148	search
1    0	541	0	18.145344	search
1    0	17	0	17.881594	search
1    0	1335	0	17.784252	search
1    0	1421	0	17.714752	search
1    0	1124	0	17.698538	search
1    0	42	0	17.554863	search
1    0	746	0	17.378908	search
1    0	1090	0	17.24599	search
1    0	934	0	17.232182	search
1    0	510	0	17.134203	search
1    0	1055	0	16.792582	search
1    0	1054	0	16.785952	search
1    0	1248	0	16.765083	search
1    0	483	0	16.758001	search
1    0	38	0	16.745493	search
1    0	603	0	16.675983	search
1    0	851	0	16.51471	search
1    0	711	0	16.494932	search
1    0	655	0	16.434849	search
1    0	797	0	16.429863	search
1    0	589	0	16.381966	search
1    0	447	0	16.279211	search
1    0	471	0	16.204803	search
1    0	1195	0	16.054268	search
1    0	28	0	16.035849	search
1    0	666	0	15.976775	search
1    0	907	0	15.907093	search
1    0	1443	0	15.821205	search
1    0	64	0	15.726989	search
1    0	1281	0	15.626184	search
1    0	650	0	15.558259	search
2    0	526	0	15.545807	search
2    0	309	0	15.368531	search
2    0	790	0	15.30459	search
2    0	797	0	14.993643	search
2    0	1156	0	14.956829	search
2    0	488	0	14.61625	search
2    0	1236	0	14.48379	search
2    0	445	0	14.482909	search
2    0	420	0	13.949787	search
2    0	597	0	13.73962	search
2    0	1138	0	13.588583	search
2    0	1078	0	13.5781555	search
2    0	611	0	13.561198	search
2    0	562	0	13.338963	search
2    0	840	0	12.55327	search
2    0	166	0	12.424208	search
2    0	1330	0	12.394995	search
2    0	509	0	12.391205	search
2    0	605	0	12.297066	search
2    0	1399	0	12.249525	search
2    0	1396	0	12.19203	search
2    0	1445	0	12.098987	search
2    0	451	0	12.040876	search
2    0	778	0	12.021376	search
2    0	1071	0	11.972093	search
2    0	1008	0	11.820919	search
2    0	575	0	11.769109	search
2    0	928	0	11.62924	search
2    0	16	0	11.52117	search
2    0	71	0	11.325605	search
2    0	382	0	11.191721	search
2    0	1096	0	11.167601	search
2    0	711	0	11.0831585	search
2    0	1158	0	11.022703	search
2    0	1136	0	10.939089	search
2    0	598	0	10.894136	search
2    0	516	0	10.855237	search
2    0	446	0	10.846948	search
2    0	34	0	10.644066	search
2    0	546	0	10.54351	search
2    0	1224	0	10.43171	search
2    0	145	0	10.379627	search
2    0	1248	0	10.324679	search
2    0	381	0	10.279907	search
2    0	180	0	10.273392	search
2    0	1276	0	10.183433	search
2    0	851	0	10.14723	search
2    0	871	0	10.141597	search
2    0	1327	0	10.1335945	search
2    0	1358	0	10.108862	search
3    0	1181	0	16.377203	search
3    0	540	0	13.381779	search
3    0	469	0	11.593487	search
3    0	160	0	10.594779	search
3    0	1266	0	10.563965	search
3    0	60	0	10.287823	search
3    0	398	0	10.135733	search
3    0	1235	0	9.733266	search
3    0	445	0	9.60666	search
3    0	1179	0	9.512258	search
3    0	1077	0	9.20236	search
3    0	168	0	9.191581	search
3    0	372	0	9.1648	search
3    0	1133	0	9.045632	search
3    0	1314	0	8.9618225	search
3    0	1393	0	8.8842125	search
3    0	1142	0	8.880526	search
3    0	914	0	8.8057	search
3    0	599	0	8.794605	search
3    0	1118	0	8.763988	search
3    0	100	0	8.738595	search
3    0	497	0	8.711633	search
3    0	85	0	8.570965	search
3    0	592	0	8.556768	search
3    0	1455	0	8.410816	search
3    0	476	0	8.387547	search
3    0	462	0	8.292518	search
3    0	596	0	8.218655	search
3    0	803	0	8.194821	search
3    0	1358	0	8.186586	search
3    0	17	0	8.1090765	search
3    0	147	0	7.9999084	search
3    0	1277	0	7.9373417	search
3    0	640	0	7.920369	search
3    0	1169	0	7.903507	search
3    0	1249	0	7.8771095	search
3    0	363	0	7.803214	search
3    0	1265	0	7.7836995	search
3    0	177	0	7.738409	search
3    0	553	0	7.6683426	search
3    0	1329	0	7.6313057	search
3    0	1214	0	7.607256	search
3    0	837	0	7.587848	search
3    0	1330	0	7.563981	search
3    0	1371	0	7.5486174	search
3    0	766	0	7.2750854	search
3    0	1027	0	7.1193814	search
3    0	1037	0	7.1122336	search
3    0	1246	0	6.9761143	search
3    0	1335	0	6.917059	search
4    0	601	0	14.5349245	search
4    0	420	0	12.714334	search
4    0	77	0	12.045252	search
4    0	1267	0	11.875735	search
4    0	320	0	11.481026	search
4    0	565	0	11.180676	search
4    0	179	0	11.127729	search
4    0	746	0	11.075468	search
4    0	1341	0	10.733307	search
4    0	175	0	10.710156	search
4    0	530	0	10.698902	search
4    0	72	0	10.687952	search
4    0	1044	0	10.46677	search
4    0	80	0	10.463503	search
4    0	1224	0	10.32719	search
4    0	1134	0	10.250418	search
4    0	94	0	10.224546	search
4    0	571	0	9.995246	search
4    0	790	0	9.9893265	search
4    0	1161	0	9.569583	search
4    0	1226	0	9.508188	search
4    0	802	0	9.487676	search
4    0	643	0	9.475151	search
4    0	1294	0	9.473714	search
4    0	483	0	9.357626	search
4    0	421	0	9.356068	search
4    0	1252	0	9.352793	search
4    0	527	0	9.256323	search
4    0	1191	0	9.241502	search
4    0	633	0	9.111771	search
4    0	1329	0	9.072673	search
4    0	399	0	9.0560665	search
4    0	1190	0	9.044867	search
4    0	980	0	9.005439	search
4    0	516	0	8.893425	search
4    0	396	0	8.883924	search
4    0	1327	0	8.671429	search
4    0	739	0	8.6669235	search
4    0	495	0	8.649897	search
4    0	1014	0	8.618322	search
4    0	1391	0	8.615151	search
4    0	51	0	8.503824	search
4    0	668	0	8.443049	search
4    0	556	0	8.374769	search
4    0	252	0	8.328169	search
4    0	1213	0	8.316101	search
4    0	79	0	8.281515	search
4    0	608	0	8.228347	search
4    0	1144	0	8.172783	search
4    0	1409	0	8.122807	search
5    0	398	0	17.34487	search
5    0	560	0	17.341078	search
5    0	656	0	17.331903	search
5    0	907	0	16.910702	search
5    0	122	0	16.693771	search
5    0	828	0	16.602692	search
5    0	471	0	16.33742	search
5    0	648	0	16.334593	search
5    0	1105	0	16.269915	search
5    0	445	0	16.185131	search
5    0	664	0	16.034792	search
5    0	389	0	15.7092285	search
5    0	483	0	15.378	search
5    0	1099	0	15.374849	search
5    0	1106	0	15.351402	search
5    0	1171	0	15.267368	search
5    0	630	0	15.068569	search
5    0	1358	0	14.998463	search
5    0	611	0	14.977476	search
5    0	797	0	14.810472	search
5    0	257	0	14.771173	search
5    0	1038	0	14.745215	search
5    0	1166	0	14.616359	search
5    0	147	0	14.607212	search
5    0	160	0	14.518412	search
5    0	451	0	14.506657	search
5    0	839	0	14.382046	search
5    0	467	0	14.272957	search
5    0	1361	0	14.267537	search
5    0	314	0	14.139	search
5    0	1219	0	14.092548	search
5    0	593	0	13.948171	search
5    0	137	0	13.945506	search
5    0	1405	0	13.823267	search
5    0	60	0	13.810227	search
5    0	114	0	13.676641	search
5    0	1419	0	13.652827	search
5    0	481	0	13.602025	search
5    0	716	0	13.527496	search
5    0	1214	0	13.522707	search
5    0	459	0	13.237247	search
5    0	148	0	13.210482	search
5    0	940	0	13.201638	search
5    0	125	0	13.192366	search
5    0	1009	0	13.186137	search
5    0	948	0	13.173028	search
5    0	733	0	13.10938	search
5    0	1223	0	13.106026	search
5    0	241	0	13.055869	search
5    0	541	0	13.035885	search
6    0	545	0	13.846815	search
6    0	1045	0	13.6913595	search
6    0	542	0	12.745031	search
6    0	652	0	12.723276	search
6    0	1263	0	12.719694	search
6    0	398	0	12.683114	search
6    0	1077	0	12.571858	search
6    0	63	0	12.40538	search
6    0	530	0	12.127059	search
6    0	386	0	11.386696	search
6    0	1241	0	11.203063	search
6    0	1235	0	11.172575	search
6    0	169	0	11.148717	search
6    0	312	0	11.100727	search
6    0	1357	0	10.970437	search
6    0	1201	0	10.699295	search
6    0	1214	0	10.685552	search
6    0	400	0	10.641922	search
6    0	268	0	10.551673	search
6    0	96	0	10.5187845	search
6    0	433	0	10.505592	search
6    0	590	0	10.404731	search
6    0	828	0	10.318195	search
6    0	1144	0	10.285946	search
6    0	667	0	9.971157	search
